shortme	for2591_id	species	sex	strain	animal_id	treatment	subproject	groups	mod	repeats	bwc	rgs	tint_mouse	nesting_rat	burrowing_rat	openfield_rat	cort_plasma	cort_fec	cort_fur_hair	food	social_interaction	Sacc_pref	OF_rearing_frequency	Of_immobile_duration	OF_center_time	BWB_WB	BWB_entries_in_BB	BWB_streching	BWB_LT	EPM_stretching	EPM_head_dip	EPM_closed_arms_duration	EPM_open_arms_duration	EPM_open1_3	Adrel_glands	Creatincise	Oxytocin	BDNF	Irwin	Seizures_n	Seizures_duration	Act_d	Act_n	HR_d	HR_n	NN.I_d	NN.I_n	NNx_d	NNx_n	pNNx_d	pNNx_n	RMSSD_d	RMSSD_n	SDNN_d	SDNN_n	MPPF_hippocampus_L	MPPF_hippocampus_R	MPPF_mPFC	MPPF_septum	FDG_mPFC	FDG_septum	FDG_amygdala	FDG_striatum	FDG_hypothalamus	FDG_thalamus	FDG_parietal_cortex	FDG_hippocampus	Init.ADT	Init.SD	total.SD	Mean.SD
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 57	ive	beh	chem_beh_ive	chem	-1					1875.8			3.4797																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 59	ive	beh	chem_beh_ive	chem	-1					1778.2			1.9845																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 64	ive	beh	chem_beh_ive	chem	-1					1965.7			2.793																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 76	ive	beh	chem_beh_ive	chem	-1					1880.8			3.8																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 85	ive	beh	chem_beh_ive	chem	-1					1865.5			3.9837																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 87	ive	beh	chem_beh_ive	chem	-1					1267.2			3.3264																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 88	ive	beh	chem_beh_ive	chem	-1					1636.8			2.52																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 89	ive	beh	chem_beh_ive	chem	-1					2020.3			3.1794																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 92	ive	beh	chem_beh_ive	chem	-1					1545.7			1.7346																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 96	ive	beh	chem_beh_ive	chem	-1					1932.4			1.3839																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 97	ive	beh	chem_beh_ive	chem	-1					1925			3.381																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 99	ive	beh	chem_beh_ive	chem	-1					1749.3			5.4537																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 55	SE	beh	chem_beh_SE	chem	-1					2468.6																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 56	SE	beh	chem_beh_SE	chem	-1					1843.2			2.9463																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 58	SE	beh	chem_beh_SE	chem	-1					1783.7																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 60	SE	beh	chem_beh_SE	chem	-1								3.3726																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 63	SE	beh	chem_beh_SE	chem	-1					1555.8			4.0236																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 70	SE	beh	chem_beh_SE	chem	-1					1830.2			8.8																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 71	SE	beh	chem_beh_SE	chem	-1					1627.8			2.3																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 77	SE	beh	chem_beh_SE	chem	-1					1739.3			0.7938																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 79	SE	beh	chem_beh_SE	chem	-1					1944.1			4.6074																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 80	SE	beh	chem_beh_SE	chem	-1					1305.9			4.5675																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 83	SE	beh	chem_beh_SE	chem	-1					1843.5			3.7128																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 84	SE	beh	chem_beh_SE	chem	-1					1659.7			8.6352																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 90	SE	beh	chem_beh_SE	chem	-1					2130.6			0.9408																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 95	SE	beh	chem_beh_SE	chem	-1					1380.7			2.2953																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 98	SE	beh	chem_beh_SE	chem	-1					2117.9			4.8069																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 61	sham	beh	chem_beh_sham	chem	-1					2430.8			4.8993																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 66	sham	beh	chem_beh_sham	chem	-1					1541.5			1.2495																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 68	sham	beh	chem_beh_sham	chem	-1					2234.2			3.1206																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 69	sham	beh	chem_beh_sham	chem	-1					1712.8			4.9																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 72	sham	beh	chem_beh_sham	chem	-1					2086.4			3.1																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 73	sham	beh	chem_beh_sham	chem	-1					1725.1			1.3																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 74	sham	beh	chem_beh_sham	chem	-1					2016.5			4.6																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 75	sham	beh	chem_beh_sham	chem	-1					2165.7			5.2																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 86	sham	beh	chem_beh_sham	chem	-1					1699.4			1.1949																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 91	sham	beh	chem_beh_sham	chem	-1					1679.6			1.5435																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 93	sham	beh	chem_beh_sham	chem	-1					2134.6			2.4927																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 94	sham	beh	chem_beh_sham	chem	-1					1545.5			1.3923																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 57	ive	beh	chem_beh_ive	chem	0					2001.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 59	ive	beh	chem_beh_ive	chem	0					1946.7																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 64	ive	beh	chem_beh_ive	chem	0					2222.3																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 76	ive	beh	chem_beh_ive	chem	0					2074.4																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 85	ive	beh	chem_beh_ive	chem	0					1963.2																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 87	ive	beh	chem_beh_ive	chem	0					1634.6																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 88	ive	beh	chem_beh_ive	chem	0					2251.8																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 89	ive	beh	chem_beh_ive	chem	0					2000.6																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 92	ive	beh	chem_beh_ive	chem	0					2030.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 96	ive	beh	chem_beh_ive	chem	0					2131.5																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 97	ive	beh	chem_beh_ive	chem	0					1572.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 99	ive	beh	chem_beh_ive	chem	0					2123.5																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 55	SE	beh	chem_beh_SE	chem	0					2395.6																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 56	SE	beh	chem_beh_SE	chem	0					1884.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 58	SE	beh	chem_beh_SE	chem	0					2048.2																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 60	SE	beh	chem_beh_SE	chem	0																														0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 63	SE	beh	chem_beh_SE	chem	0					1600.7																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 70	SE	beh	chem_beh_SE	chem	0					1731.3																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 71	SE	beh	chem_beh_SE	chem	0					1968.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 77	SE	beh	chem_beh_SE	chem	0					1923.2																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 79	SE	beh	chem_beh_SE	chem	0					1956.1																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 80	SE	beh	chem_beh_SE	chem	0					2006.8																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 83	SE	beh	chem_beh_SE	chem	0					2011.6																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 84	SE	beh	chem_beh_SE	chem	0					1506.5																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 90	SE	beh	chem_beh_SE	chem	0					1735.3																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 95	SE	beh	chem_beh_SE	chem	0					1233.7																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 98	SE	beh	chem_beh_SE	chem	0					2094.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 61	sham	beh	chem_beh_sham	chem	0					2171.7																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 66	sham	beh	chem_beh_sham	chem	0					1558.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 68	sham	beh	chem_beh_sham	chem	0					2145.3																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 69	sham	beh	chem_beh_sham	chem	0					1668.8																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 72	sham	beh	chem_beh_sham	chem	0					2134.3																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 73	sham	beh	chem_beh_sham	chem	0					2080.9																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 74	sham	beh	chem_beh_sham	chem	0					980																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 75	sham	beh	chem_beh_sham	chem	0					1929.7																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 86	sham	beh	chem_beh_sham	chem	0					1823.8																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 91	sham	beh	chem_beh_sham	chem	0					1885.2																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 93	sham	beh	chem_beh_sham	chem	0					2142.4																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 94	sham	beh	chem_beh_sham	chem	0					1619.5																									0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 57	ive	beh	chem_beh_ive	chem	1				2	1860			4.6788		15.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 59	ive	beh	chem_beh_ive	chem	1				3	1262.5			7.392		16.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 64	ive	beh	chem_beh_ive	chem	1				3	2067.2			7.0686		15.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 76	ive	beh	chem_beh_ive	chem	1				2	1812			7.3164		15.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 85	ive	beh	chem_beh_ive	chem	1				1	1670.2			2.7699		18																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 87	ive	beh	chem_beh_ive	chem	1				3	1342.7			7.0308		16.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 88	ive	beh	chem_beh_ive	chem	1				2	1482			1.0668		14.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 89	ive	beh	chem_beh_ive	chem	1				2	2018.7			8.6205		15.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 92	ive	beh	chem_beh_ive	chem	1				3	1939.6			6.6381		15.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 96	ive	beh	chem_beh_ive	chem	1				3	1825.5			1.7451		17																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 97	ive	beh	chem_beh_ive	chem	1				3	1801			3.5112		15.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 99	ive	beh	chem_beh_ive	chem	1				2	1583.4			2.3436		15.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 55	SE	beh	chem_beh_SE	chem	1				2	0			8.3328		24.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 56	SE	beh	chem_beh_SE	chem	1				1	2475.01			2.961		25.7																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 58	SE	beh	chem_beh_SE	chem	1				2	0					26.7																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 60	SE	beh	chem_beh_SE	chem	1								15.9978																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 63	SE	beh	chem_beh_SE	chem	1				1	346			8.2215		20.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 70	SE	beh	chem_beh_SE	chem	1				3	1014			3.4		20.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 71	SE	beh	chem_beh_SE	chem	1				3	0			3.3		27.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 77	SE	beh	chem_beh_SE	chem	1				1	696.9			2.142		21.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 79	SE	beh	chem_beh_SE	chem	1				2	0			2.1021		19.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 80	SE	beh	chem_beh_SE	chem	1				2	511			2.8077		23.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 83	SE	beh	chem_beh_SE	chem	1				1	61.1			2.5578		27.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 84	SE	beh	chem_beh_SE	chem	1				2	125			2.7615		26.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 90	SE	beh	chem_beh_SE	chem	1				1	38.5			3.8913		24.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 95	SE	beh	chem_beh_SE	chem	1				2	0			5.8317		20.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 98	SE	beh	chem_beh_SE	chem	1				2	81.3			3.1332		28.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 61	sham	beh	chem_beh_sham	chem	1				2	2015.4			4.8363		16.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 66	sham	beh	chem_beh_sham	chem	1				1	1579.9			1.5435		15.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 68	sham	beh	chem_beh_sham	chem	1				2	1711			1.3188		16.5																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 69	sham	beh	chem_beh_sham	chem	1				3	1147.7			6.8		17.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 72	sham	beh	chem_beh_sham	chem	1				3	1850.8			2.9		15																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 73	sham	beh	chem_beh_sham	chem	1				3	1386.7			2.8		17.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 74	sham	beh	chem_beh_sham	chem	1				2	1543.7			5.7		16.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 75	sham	beh	chem_beh_sham	chem	1				3	1677.1			3.2718		15.7																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 86	sham	beh	chem_beh_sham	chem	1				2	1878.4			2.8896		18.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 91	sham	beh	chem_beh_sham	chem	1				2	2045.5			3.6225		15.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 93	sham	beh	chem_beh_sham	chem	1				2	1988.8			2.9925		16.8																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 94	sham	beh	chem_beh_sham	chem	1				2	1558.6			4.7859		15																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 57	ive	beh	chem_beh_ive	chem	2				3	1406.7			4.41		15.6																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 59	ive	beh	chem_beh_ive	chem	2				3	1300.2			6.2811		17.5																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 64	ive	beh	chem_beh_ive	chem	2				3	1679.2			9.9666		14.5																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 76	ive	beh	chem_beh_ive	chem	2				2	2060.5			2.0685		15.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 85	ive	beh	chem_beh_ive	chem	2				2	1268.2			8.0808		16.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 87	ive	beh	chem_beh_ive	chem	2				3	1544.3			3.6981																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 88	ive	beh	chem_beh_ive	chem	2				3	1350.3			2.2617		16.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 89	ive	beh	chem_beh_ive	chem	2				3	1465.9			5.6196		15.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 92	ive	beh	chem_beh_ive	chem	2				3	1738.2			6.6948		15.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 96	ive	beh	chem_beh_ive	chem	2				2	1714.9			7.7994		18																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 97	ive	beh	chem_beh_ive	chem	2				3	1556.8			3.6288		16.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 99	ive	beh	chem_beh_ive	chem	2				2	1631.9			2.6355		14.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 55	SE	beh	chem_beh_SE	chem	2				3	0			4.1139		21.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 56	SE	beh	chem_beh_SE	chem	2				2	504.6			4.0152		21.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 58	SE	beh	chem_beh_SE	chem	2				3	2296.7					22.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 60	SE	beh	chem_beh_SE	chem	2								4.5927																						0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 63	SE	beh	chem_beh_SE	chem	2				2	788.2			5.4474		18.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 70	SE	beh	chem_beh_SE	chem	2				2	1097.1			2.6		17.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 71	SE	beh	chem_beh_SE	chem	2				2	0			2.3289		26.5																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 77	SE	beh	chem_beh_SE	chem	2				3	0			3.192		23.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 79	SE	beh	chem_beh_SE	chem	2				3	1875.4			5.8758		18.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 80	SE	beh	chem_beh_SE	chem	2				2	0			6.0396		25																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 83	SE	beh	chem_beh_SE	chem	2				2	0			10.5		28.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 84	SE	beh	chem_beh_SE	chem	2				2	0			6.3651		19.8																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 90	SE	beh	chem_beh_SE	chem	2				2	271.1			4.2357		13.8																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 95	SE	beh	chem_beh_SE	chem	2				2	20.4			1.3713		17.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 98	SE	beh	chem_beh_SE	chem	2				1	41.5			3.7695		27.5																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 61	sham	beh	chem_beh_sham	chem	2				3	1434.8			5.376		16.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 66	sham	beh	chem_beh_sham	chem	2				3	996			2.1609		18																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 68	sham	beh	chem_beh_sham	chem	2				2	1303.5			2.4528		16.4																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 69	sham	beh	chem_beh_sham	chem	2				2	186.1			6.1		17																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 72	sham	beh	chem_beh_sham	chem	2				3	1614.8			4.7		14.5																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 73	sham	beh	chem_beh_sham	chem	2				3	1510.9			5.1		16.8																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 74	sham	beh	chem_beh_sham	chem	2				1	1216.5			4.1664		17.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 75	sham	beh	chem_beh_sham	chem	2				3	1638.6			4.5801		16.6																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 86	sham	beh	chem_beh_sham	chem	2				3	1239.9			5.5797		17.8																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 91	sham	beh	chem_beh_sham	chem	2				3	1802.1			5.9073		15.3																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 93	sham	beh	chem_beh_sham	chem	2				3	1902			2.0076		16.1																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 94	sham	beh	chem_beh_sham	chem	2				3	1284.3			4.011		15.9																				0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 57	ive	beh	chem_beh_ive	chem	3	10.4			3	1502.1	7382.686		8.4252		13.9	367	94.5	61	124.32	81.24	127.4	9	11	1.88	3	20	62.44	172.92	89.12	0.0567	535.9		1062.73		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 59	ive	beh	chem_beh_ive	chem	3	11.5			2	1578.2	8697.071		5.4684		14.3	448	87.9	45	116.28	68.6	45.72	5	6	5.6	1	26	44.92	206.48	121.8	0.0398	624.7		641.93		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 64	ive	beh	chem_beh_ive	chem	3	9.4			2	2200	8580.287		4.7145		15	458	92.4	47	125.72	29.32	107.52	8	2	17.2	3	25	70.24	160.16	65.44	0.0579	718.8		1143.31		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 76	ive	beh	chem_beh_ive	chem	3	12.6			2	1099.6	6415.872		3.1794		16.4	448	88.7	48	79.68	81.88	98.88	5	6	14.44	6	19	121.56	117	50.56	0.0599	244.4		791.18		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 85	ive	beh	chem_beh_ive	chem	3	10			2	1471.5	5906.713		3.8304		15.8	367	95.1	55	176.24	37.16	147.64	6	3	5.04	1	35	51.4	201.52	116.96	0.0549	268.3		585.26		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 87	ive	beh	chem_beh_ive	chem	3	8.1			2	1287.4	8058.852		9.8784			458	92.3	47	126	50.76	115.68	7	7	3.4	2	25	54.44	183.92	92.76	0.0813	720.6		846.9		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 88	ive	beh	chem_beh_ive	chem	3	0.5			3	1489.9	6970.349		4.2042		14.3	404	94.8	39	149.92	37.48	128.64	9	7	21.84	2	19	58.6	194.4	83.48	0.053	490.7		1010.72		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 89	ive	beh	chem_beh_ive	chem	3	1.1			3	1648.5	7236.253		13.9986		13.1	477	86.6	48	146.24	51.56	124.04	10	9	3.44	0	37	29.24	233.44	136.4	0.0568	471.8		1627.55		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 92	ive	beh	chem_beh_ive	chem	3	6.2			3	1663	6039.27		2.772		13.3	448	92.6	44	180.48	44.72	102.6	6	7	8	0	27	38.04	212.92	116.76	0.0516	339		974.07		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 96	ive	beh	chem_beh_ive	chem	3	17.4			2	1956.4	9441.13		1.638		16.4	404	93.6	34	88	53.24	131.28	7	5	19.28	0	23	36.96	204.76	104.28	0.0564	515.6		942.58		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 97	ive	beh	chem_beh_ive	chem	3	8.8			3	1269.6	5671.73		4.3932		16.5	477	85.7	49	146.04	33.68	62.36	9	6	6.36	3	25	47.16	197.52	83.4	0.0625	555.2		1494.81		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 99	ive	beh	chem_beh_ive	chem	3	14			1	1662.3	8146.345		2.9946		16.4	448	91.7	55	120.88	25.36	115.16	10	6	1.72	6	25	89.76	156.12	86.44	0.0565	477.7		1468.53		0																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 55	SE	beh	chem_beh_SE	chem	3	19			2	0	9719.057		9.5298		18.9	84	90.7	38	70.28	42.28	57.96	6	10	16.04	4	29	72.16	188.12	74.84	0.0613	615.1		1388.29		5																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 56	SE	beh	chem_beh_SE	chem	3	42.9			3	52.3	10863.6		9.9792		23.2	313	76.5	90	39.4	27.4	140.08	4	1	69.64	2	21	37.12	230	151.64	0.0621	1069		1106.31		6																															
PostSE_chemical_behaviour	P11	rat	female	Sprague Dawley	Ko 58	SE	beh	chem_beh_SE	chem	3				2	0	2338.093					210	53	0	511.8	455.48	50.24	1	0	50.24	0	5	47.64	64.6	24.64						33																															
